Timestamp (ISO8601),Pressure (Pa),Altitude AGL (m),Humidity (%),Temperature (°C)
0000-00-00T00:01:17:797,101295.172,-0.180,54.690,23.810
0000-00-00T00:01:17:870,101295.258,-0.187,54.680,23.780
0000-00-00T00:01:18:000,101295.461,-0.204,54.680,23.780
0000-00-00T00:01:18:079,101296.273,-0.272,54.660,23.780
0000-00-00T00:01:18:151,101295.812,-0.233,54.690,23.780
0000-00-00T00:01:18:226,101295.258,-0.187,54.670,23.780
0000-00-00T00:01:18:299,101295.289,-0.190,54.720,23.780
0000-00-00T00:01:18:371,101295.422,-0.201,54.720,23.800
0000-00-00T00:01:18:443,101295.430,-0.201,54.700,23.780
0000-00-00T00:01:18:515,101295.625,-0.217,54.690,23.800
0000-00-00T00:01:18:588,101294.258,-0.104,54.690,23.780
0000-00-00T00:01:18:660,101294.586,-0.131,54.690,23.800
0000-00-00T00:01:18:732,101295.359,-0.196,54.710,23.780
0000-00-00T00:01:18:804,101296.297,-0.274,54.730,23.800
0000-00-00T00:01:18:879,101296.727,-0.310,54.730,23.780
0000-00-00T00:01:19:000,101296.312,-0.275,54.710,23.810
0000-00-00T00:01:19:073,101296.133,-0.259,54.690,23.800
0000-00-00T00:01:19:145,101295.516,-0.208,54.680,23.800
0000-00-00T00:01:19:217,101295.422,-0.201,54.670,23.810
0000-00-00T00:01:19:290,101294.859,-0.154,54.710,23.800
0000-00-00T00:01:19:362,101294.773,-0.147,54.700,23.810
0000-00-00T00:01:19:434,101294.641,-0.136,54.680,23.780
0000-00-00T00:01:19:506,101294.766,-0.146,54.730,23.810
0000-00-00T00:01:19:581,101294.758,-0.146,54.700,23.800
0000-00-00T00:01:19:653,101295.156,-0.178,54.730,23.800
0000-00-00T00:01:19:725,101295.062,-0.171,54.730,23.780
0000-00-00T00:01:19:798,101294.742,-0.145,54.720,23.800
0000-00-00T00:01:19:870,101293.758,-0.062,54.720,23.780
0000-00-00T00:01:19:942,101294.531,-0.127,54.720,23.780
0000-00-00T00:01:20:000,101294.867,-0.155,54.720,23.800
0000-00-00T00:01:20:072,101294.773,-0.147,54.730,23.780
0000-00-00T00:01:20:145,101294.469,-0.122,54.730,23.800
0000-00-00T00:01:20:220,101295.055,-0.170,54.700,23.770
0000-00-00T00:01:20:292,101295.477,-0.205,54.730,23.800
0000-00-00T00:01:20:364,101295.281,-0.189,54.690,23.800
0000-00-00T00:01:20:436,101295.102,-0.174,54.700,23.780
0000-00-00T00:01:20:508,101294.750,-0.145,54.740,23.800
0000-00-00T00:01:20:580,101293.906,-0.074,54.690,23.770
0000-00-00T00:01:20:653,101294.406,-0.117,54.730,23.800
0000-00-00T00:01:20:725,101293.680,-0.055,54.710,23.800
0000-00-00T00:01:20:797,101294.297,-0.108,54.740,23.800
0000-00-00T00:01:20:872,101294.703,-0.141,54.710,23.780
0000-00-00T00:01:21:000,101294.797,-0.149,54.700,23.780
0000-00-00T00:01:21:072,101294.672,-0.138,54.690,23.780
0000-00-00T00:01:21:145,101295.109,-0.175,54.720,23.780
0000-00-00T00:01:21:217,101295.531,-0.210,54.700,23.780
0000-00-00T00:01:21:289,101295.414,-0.200,54.710,23.800
0000-00-00T00:01:21:361,101295.664,-0.221,54.710,23.810
0000-00-00T00:01:21:433,101295.820,-0.234,54.690,23.780
0000-00-00T00:01:21:506,101295.492,-0.206,54.700,23.800
0000-00-00T00:01:21:581,101295.523,-0.209,54.700,23.800
0000-00-00T00:01:21:653,101296.594,-0.299,54.730,23.780
0000-00-00T00:01:21:725,101295.719,-0.225,54.710,23.780
0000-00-00T00:01:21:797,101294.672,-0.138,54.730,23.780
0000-00-00T00:01:21:869,101295.664,-0.221,54.730,23.780
0000-00-00T00:01:21:942,101294.641,-0.136,54.720,23.780
0000-00-00T00:01:22:000,101295.180,-0.180,54.700,23.780
0000-00-00T00:01:22:073,101294.914,-0.159,54.720,23.800
0000-00-00T00:01:22:145,101295.336,-0.194,54.720,23.800
0000-00-00T00:01:22:220,101295.781,-0.230,54.750,23.780
0000-00-00T00:01:22:292,101294.805,-0.150,54.710,23.780
0000-00-00T00:01:22:365,101295.133,-0.177,54.730,23.780
0000-00-00T00:01:22:437,101295.328,-0.193,54.720,23.810
0000-00-00T00:01:22:509,101296.383,-0.281,54.700,23.780
0000-00-00T00:01:22:581,101296.570,-0.297,54.710,23.800
0000-00-00T00:01:22:653,101295.930,-0.243,54.720,23.800
0000-00-00T00:01:22:726,101296.055,-0.253,54.760,23.810
0000-00-00T00:01:22:798,101296.602,-0.299,54.720,23.810
0000-00-00T00:01:22:873,101297.531,-0.377,54.710,23.810
0000-00-00T00:01:23:000,101297.391,-0.364,54.740,23.800
0000-00-00T00:01:23:072,101297.539,-0.377,54.720,23.820
0000-00-00T00:01:23:145,101296.969,-0.330,54.720,23.800
0000-00-00T00:01:23:217,101297.039,-0.336,54.720,23.800
0000-00-00T00:01:23:289,101297.094,-0.340,54.760,23.810
0000-00-00T00:01:23:380,101296.930,-0.327,54.750,23.800
0000-00-00T00:01:23:452,101297.070,-0.338,54.760,23.800
0000-00-00T00:01:23:524,101296.344,-0.278,54.730,23.800
0000-00-00T00:01:23:599,101296.711,-0.308,54.740,23.800
0000-00-00T00:01:23:671,101295.836,-0.235,54.760,23.800
0000-00-00T00:01:23:744,101295.734,-0.226,54.750,23.780
0000-00-00T00:01:23:816,101296.492,-0.290,54.740,23.820
0000-00-00T00:01:23:888,101297.086,-0.340,54.760,23.810
0000-00-00T00:01:24:000,101297.719,-0.392,54.740,23.800
0000-00-00T00:01:24:072,101296.844,-0.319,54.760,23.800
0000-00-00T00:01:24:145,101297.594,-0.382,54.760,23.810
0000-00-00T00:01:24:217,101297.570,-0.380,54.760,23.810
0000-00-00T00:01:24:292,101297.891,-0.406,54.770,23.810
0000-00-00T00:01:24:364,101297.617,-0.384,54.780,23.800
0000-00-00T00:01:24:436,101297.469,-0.371,54.790,23.780
0000-00-00T00:01:24:509,101297.297,-0.357,54.750,23.800
0000-00-00T00:01:24:581,101296.812,-0.317,54.810,23.810
0000-00-00T00:01:24:653,101296.383,-0.281,54.800,23.800
0000-00-00T00:01:24:725,101296.688,-0.306,54.800,23.810
0000-00-00T00:01:24:798,101296.875,-0.322,54.780,23.810
0000-00-00T00:01:24:870,101296.250,-0.270,54.820,23.810
0000-00-00T00:01:25:000,101296.344,-0.278,54.820,23.810
0000-00-00T00:01:25:072,101295.898,-0.240,54.820,23.810
0000-00-00T00:01:25:145,101295.656,-0.220,54.840,23.800
0000-00-00T00:01:25:217,101295.672,-0.221,54.820,23.780
0000-00-00T00:01:25:289,101295.445,-0.203,54.800,23.800
0000-00-00T00:01:25:361,101296.203,-0.265,54.810,23.780
0000-00-00T00:01:25:433,101296.359,-0.279,54.820,23.800
0000-00-00T00:01:25:506,101297.320,-0.359,54.860,23.810
0000-00-00T00:01:25:578,101297.594,-0.382,54.810,23.820
0000-00-00T00:01:25:653,101297.195,-0.348,54.830,23.800
0000-00-00T00:01:25:725,101297.156,-0.345,54.850,23.820
0000-00-00T00:01:25:797,101296.531,-0.294,54.830,23.810
0000-00-00T00:01:25:869,101296.633,-0.302,54.830,23.780
0000-00-00T00:01:26:000,101296.562,-0.296,54.830,23.810
0000-00-00T00:01:26:072,101296.875,-0.322,54.870,23.820
0000-00-00T00:01:26:145,101296.992,-0.332,54.880,23.820
0000-00-00T00:01:26:217,101297.109,-0.341,54.860,23.800
0000-00-00T00:01:26:289,101297.789,-0.398,54.890,23.810
0000-00-00T00:01:26:364,101298.047,-0.419,54.880,23.820
0000-00-00T00:01:26:437,101297.117,-0.342,54.910,23.810
0000-00-00T00:01:26:509,101297.156,-0.345,54.910,23.820
0000-00-00T00:01:26:581,101296.836,-0.319,54.860,23.820
0000-00-00T00:01:26:653,101297.555,-0.378,54.920,23.820
0000-00-00T00:01:26:725,101297.625,-0.384,54.890,23.810
0000-00-00T00:01:26:798,101298.625,-0.468,54.860,23.810
0000-00-00T00:01:26:870,101297.438,-0.368,54.880,23.820
0000-00-00T00:01:26:942,101298.000,-0.415,54.910,23.810
0000-00-00T00:01:27:000,101297.586,-0.381,54.890,23.810
0000-00-00T00:01:27:072,101297.938,-0.410,54.920,23.800
0000-00-00T00:01:27:145,101296.242,-0.269,54.930,23.810
0000-00-00T00:01:27:223,101296.305,-0.275,54.950,23.810
0000-00-00T00:01:27:295,101296.125,-0.259,54.920,23.800
0000-00-00T00:01:27:367,101295.836,-0.235,54.930,23.820
0000-00-00T00:01:27:440,101295.727,-0.226,54.930,23.810
0000-00-00T00:01:27:512,101295.680,-0.222,54.930,23.820
0000-00-00T00:01:27:584,101296.750,-0.312,54.930,23.800
0000-00-00T00:01:27:659,101296.484,-0.290,54.930,23.820
0000-00-00T00:01:27:731,101296.531,-0.294,54.950,23.840
0000-00-00T00:01:27:803,101295.977,-0.247,54.980,23.810
0000-00-00T00:01:27:876,101296.398,-0.283,54.950,23.810
0000-00-00T00:01:28:000,101295.703,-0.224,54.950,23.850
0000-00-00T00:01:28:073,101296.117,-0.258,54.960,23.810
0000-00-00T00:01:28:145,101295.547,-0.211,54.960,23.820
0000-00-00T00:01:28:217,101294.461,-0.121,55.000,23.810
0000-00-00T00:01:28:290,101295.250,-0.187,54.980,23.820
0000-00-00T00:01:28:365,101296.094,-0.256,54.940,23.820
0000-00-00T00:01:28:437,101295.812,-0.233,54.990,23.820
0000-00-00T00:01:28:509,101295.570,-0.213,54.970,23.800
0000-00-00T00:01:28:581,101296.125,-0.259,55.000,23.810
0000-00-00T00:01:28:654,101296.906,-0.324,54.990,23.820
0000-00-00T00:01:28:726,101297.391,-0.364,55.010,23.810
0000-00-00T00:01:28:798,101296.609,-0.300,54.990,23.820
0000-00-00T00:01:28:870,101296.117,-0.258,55.020,23.800
0000-00-00T00:01:28:943,101296.656,-0.304,55.010,23.840
0000-00-00T00:01:29:000,101295.977,-0.247,55.010,23.810
0000-00-00T00:01:29:073,101296.562,-0.296,55.050,23.810
0000-00-00T00:01:29:145,101296.906,-0.324,55.040,23.850
0000-00-00T00:01:29:217,101297.109,-0.341,54.990,23.820
0000-00-00T00:01:29:290,101297.672,-0.388,55.030,23.820
0000-00-00T00:01:29:362,101298.773,-0.480,55.030,23.820
0000-00-00T00:01:29:434,101299.281,-0.522,55.030,23.810
0000-00-00T00:01:29:506,101299.539,-0.543,55.050,23.820
0000-00-00T00:01:29:578,101299.148,-0.511,55.010,23.820
0000-00-00T00:01:29:653,101299.805,-0.566,55.030,23.820
0000-00-00T00:01:29:726,101298.867,-0.488,55.030,23.820
0000-00-00T00:01:29:798,101298.039,-0.419,55.030,23.840
0000-00-00T00:01:29:870,101298.461,-0.454,55.010,23.850
0000-00-00T00:01:30:000,101297.180,-0.347,55.060,23.840
0000-00-00T00:01:30:073,101297.789,-0.398,55.060,23.840
0000-00-00T00:01:30:145,101298.344,-0.444,55.060,23.820
0000-00-00T00:01:30:217,101297.805,-0.399,55.050,23.840
0000-00-00T00:01:30:289,101296.891,-0.323,55.050,23.840
0000-00-00T00:01:30:364,101295.453,-0.203,55.080,23.820
0000-00-00T00:01:30:436,101294.328,-0.110,55.060,23.840
0000-00-00T00:01:30:601,101294.828,-0.152,55.080,23.820
0000-00-00T00:01:30:673,101294.602,-0.133,55.070,23.820
0000-00-00T00:01:30:745,101293.617,-0.050,55.100,23.840
0000-00-00T00:01:30:817,101293.844,-0.069,55.090,23.820
0000-00-00T00:01:30:889,101294.906,-0.158,55.090,23.820
0000-00-00T00:01:31:000,101295.695,-0.223,55.110,23.820
0000-00-00T00:01:31:073,101294.375,-0.114,55.100,23.820
0000-00-00T00:01:31:143,101293.750,-0.061,55.110,23.820
0000-00-00T00:01:31:215,101293.352,-0.028,55.130,23.840
0000-00-00T00:01:31:287,101292.461,0.046,55.120,23.820
0000-00-00T00:01:31:359,101293.438,-0.035,55.130,23.820
0000-00-00T00:01:31:432,101293.188,-0.015,55.100,23.850
0000-00-00T00:01:31:504,101292.742,0.022,55.150,23.820
0000-00-00T00:01:31:576,101292.883,0.011,55.170,23.840
0000-00-00T00:01:31:648,101292.195,0.068,55.160,23.820
0000-00-00T00:01:31:720,101291.477,0.128,55.140,23.840
0000-00-00T00:01:31:795,101291.320,0.141,55.150,23.820
0000-00-00T00:01:31:867,101291.031,0.165,55.160,23.850
0000-00-00T00:01:31:940,101292.062,0.079,55.150,23.850
0000-00-00T00:01:32:000,101291.688,0.110,55.170,23.840
0000-00-00T00:01:32:072,101291.812,0.100,55.180,23.840
0000-00-00T00:01:32:144,101292.750,0.022,55.180,23.840
0000-00-00T00:01:32:217,101291.586,0.119,55.130,23.820
0000-00-00T00:01:32:289,101291.086,0.160,55.200,23.820
0000-00-00T00:01:32:361,101291.414,0.133,55.190,23.850
0000-00-00T00:01:32:436,101291.258,0.146,55.200,23.870
0000-00-00T00:01:32:508,101290.898,0.176,55.220,23.840
0000-00-00T00:01:32:580,101290.727,0.190,55.190,23.870
0000-00-00T00:01:32:652,101290.742,0.189,55.230,23.820
0000-00-00T00:01:32:725,101290.297,0.226,55.220,23.870
0000-00-00T00:01:32:797,101291.039,0.164,55.230,23.840
0000-00-00T00:01:32:869,101291.320,0.141,55.220,23.850
0000-00-00T00:01:33:000,101291.242,0.147,55.240,23.850
0000-00-00T00:01:33:072,101290.406,0.217,55.230,23.870
0000-00-00T00:01:33:147,101291.109,0.158,55.230,23.840
0000-00-00T00:01:33:220,101292.430,0.048,55.270,23.880
0000-00-00T00:01:33:292,101293.789,-0.064,55.250,23.840
0000-00-00T00:01:33:364,101293.703,-0.057,55.270,23.850
0000-00-00T00:01:33:436,101292.820,0.016,55.300,23.870
0000-00-00T00:01:33:508,101292.242,0.064,55.290,23.820
0000-00-00T00:01:33:581,101292.133,0.073,55.290,23.870
0000-00-00T00:01:33:653,101292.195,0.068,55.300,23.850
0000-00-00T00:01:33:725,101290.828,0.182,55.260,23.850
0000-00-00T00:01:33:800,101290.625,0.199,55.290,23.840
0000-00-00T00:01:33:872,101291.172,0.153,55.290,23.840
0000-00-00T00:01:34:000,101289.656,0.280,55.300,23.870
0000-00-00T00:01:34:072,101289.414,0.299,55.310,23.870
0000-00-00T00:01:34:145,101290.680,0.194,55.310,23.870
0000-00-00T00:01:34:217,101290.609,0.200,55.330,23.880
0000-00-00T00:01:34:289,101291.953,0.088,55.290,23.870
0000-00-00T00:01:34:361,101292.633,0.032,55.350,23.840
0000-00-00T00:01:34:434,101293.422,-0.034,55.340,23.870
0000-00-00T00:01:34:509,101293.047,-0.003,55.350,23.870
0000-00-00T00:01:34:581,101294.547,-0.128,55.370,23.840
0000-00-00T00:01:34:653,101294.898,-0.157,55.350,23.870
0000-00-00T00:01:34:725,101294.430,-0.118,55.350,23.870
0000-00-00T00:01:34:797,101294.414,-0.117,55.360,23.880
0000-00-00T00:01:34:870,101294.898,-0.157,55.370,23.870
0000-00-00T00:01:34:942,101295.375,-0.197,55.360,23.870
0000-00-00T00:01:35:000,101293.742,-0.061,55.380,23.850
0000-00-00T00:01:35:072,101293.977,-0.080,55.380,23.870
0000-00-00T00:01:35:147,101293.727,-0.059,55.400,23.900
0000-00-00T00:01:35:220,101294.320,-0.109,55.390,23.850
0000-00-00T00:01:35:292,101294.250,-0.104,55.370,23.870
0000-00-00T00:01:35:364,101293.812,-0.066,55.350,23.870
0000-00-00T00:01:35:436,101294.484,-0.123,55.400,23.880
0000-00-00T00:01:35:508,101294.156,-0.096,55.400,23.870
0000-00-00T00:01:35:581,101292.609,0.034,55.440,23.870
0000-00-00T00:01:35:653,101293.273,-0.022,55.450,23.870
0000-00-00T00:01:35:725,101294.180,-0.098,55.440,23.870
0000-00-00T00:01:35:808,101295.352,-0.195,55.440,23.850
0000-00-00T00:01:35:881,101295.773,-0.230,55.410,23.870
0000-00-00T00:01:36:000,101294.648,-0.136,55.480,23.870
0000-00-00T00:01:36:073,101293.992,-0.081,55.490,23.880
0000-00-00T00:01:36:145,101294.805,-0.150,55.490,23.870
0000-00-00T00:01:36:217,101295.742,-0.227,55.420,23.870
0000-00-00T00:01:36:289,101295.656,-0.220,55.460,23.870
0000-00-00T00:01:36:362,101295.516,-0.208,55.480,23.880
0000-00-00T00:01:36:440,101294.750,-0.145,55.500,23.880
0000-00-00T00:01:36:515,101294.422,-0.118,55.490,23.880
0000-00-00T00:01:36:587,101295.125,-0.176,55.490,23.870
0000-00-00T00:01:36:659,101295.156,-0.178,55.490,23.910
0000-00-00T00:01:36:731,101296.141,-0.260,55.510,23.880
0000-00-00T00:01:36:803,101295.812,-0.233,55.510,23.880
0000-00-00T00:01:36:876,101295.891,-0.240,55.500,23.880
0000-00-00T00:01:37:000,101295.852,-0.236,55.510,23.880
0000-00-00T00:01:37:073,101295.062,-0.171,55.550,23.900
0000-00-00T00:01:37:145,101295.156,-0.178,55.510,23.900
0000-00-00T00:01:37:220,101296.742,-0.311,55.560,23.900
0000-00-00T00:01:37:293,101295.820,-0.234,55.560,23.880
0000-00-00T00:01:37:365,101295.977,-0.247,55.540,23.880
0000-00-00T00:01:37:437,101295.461,-0.204,55.530,23.880
0000-00-00T00:01:37:509,101296.375,-0.281,55.560,23.900
0000-00-00T00:01:37:581,101295.906,-0.241,55.570,23.880
0000-00-00T00:01:37:653,101295.039,-0.169,55.600,23.900
0000-00-00T00:01:37:726,101295.000,-0.166,55.560,23.900
0000-00-00T00:01:37:798,101295.750,-0.228,55.580,23.900
0000-00-00T00:01:37:873,101295.141,-0.177,55.610,23.910
0000-00-00T00:01:38:000,101294.203,-0.100,55.580,23.880
0000-00-00T00:01:38:073,101293.336,-0.027,55.580,23.880
0000-00-00T00:01:38:145,101293.930,-0.076,55.630,23.900
0000-00-00T00:01:38:218,101294.875,-0.155,55.610,23.880
0000-00-00T00:01:38:290,101295.391,-0.198,55.600,23.900
0000-00-00T00:01:38:362,101296.141,-0.260,55.600,23.900
0000-00-00T00:01:38:434,101297.242,-0.352,55.620,23.900
0000-00-00T00:01:38:506,101297.234,-0.352,55.610,23.910
0000-00-00T00:01:38:581,101296.742,-0.311,55.650,23.920
0000-00-00T00:01:38:654,101296.836,-0.319,55.630,23.900
0000-00-00T00:01:38:726,101296.312,-0.275,55.640,23.910
0000-00-00T00:01:38:798,101298.141,-0.427,55.640,23.900
0000-00-00T00:01:38:870,101298.148,-0.428,55.640,23.900
0000-00-00T00:01:38:943,101297.570,-0.380,55.620,23.900
0000-00-00T00:01:39:000,101297.281,-0.356,55.620,23.900
0000-00-00T00:01:39:073,101297.617,-0.384,55.650,23.900
0000-00-00T00:01:39:145,101297.430,-0.368,55.640,23.900
0000-00-00T00:01:39:220,101296.406,-0.283,55.660,23.910
0000-00-00T00:01:39:298,101296.422,-0.285,55.650,23.910
0000-00-00T00:01:39:370,101297.453,-0.370,55.670,23.900
0000-00-00T00:01:39:442,101297.766,-0.396,55.650,23.910
0000-00-00T00:01:39:514,101297.773,-0.396,55.700,23.900
0000-00-00T00:01:39:586,101297.477,-0.372,55.660,23.900
0000-00-00T00:01:39:659,101298.453,-0.454,55.660,23.900
0000-00-00T00:01:39:731,101297.164,-0.346,55.680,23.910
0000-00-00T00:01:39:803,101296.992,-0.332,55.660,23.910
0000-00-00T00:01:39:878,101297.633,-0.385,55.670,23.900
0000-00-00T00:01:40:000,101298.141,-0.427,55.680,23.910
0000-00-00T00:01:40:072,101298.125,-0.426,55.680,23.870
0000-00-00T00:01:40:145,101298.586,-0.464,55.670,23.910
0000-00-00T00:01:40:217,101298.672,-0.472,55.720,23.920
0000-00-00T00:01:40:289,101298.930,-0.493,55.680,23.940
0000-00-00T00:01:40:361,101297.375,-0.363,55.690,23.920
0000-00-00T00:01:40:434,101298.664,-0.471,55.690,23.920
0000-00-00T00:01:40:506,101298.688,-0.473,55.690,23.900
0000-00-00T00:01:40:581,101299.039,-0.502,55.700,23.910
0000-00-00T00:01:40:653,101298.641,-0.469,55.720,23.910
0000-00-00T00:01:40:725,101299.711,-0.558,55.690,23.910
0000-00-00T00:01:40:797,101299.883,-0.572,55.660,23.910
0000-00-00T00:01:40:870,101299.523,-0.542,55.690,23.910
0000-00-00T00:01:41:000,101296.828,-0.318,55.710,23.920
0000-00-00T00:01:41:073,101296.992,-0.332,55.710,23.920
0000-00-00T00:01:41:145,101298.312,-0.441,55.740,23.910
0000-00-00T00:01:41:218,101298.289,-0.439,55.710,23.900
0000-00-00T00:01:41:293,101297.250,-0.353,55.690,23.920
0000-00-00T00:01:41:365,101296.898,-0.324,55.710,23.910
0000-00-00T00:01:41:437,101296.672,-0.305,55.700,23.910
0000-00-00T00:01:41:509,101296.703,-0.308,55.730,23.920
0000-00-00T00:01:41:581,101296.758,-0.312,55.720,23.940
0000-00-00T00:01:41:653,101296.695,-0.307,55.730,23.910
0000-00-00T00:01:41:725,101296.352,-0.278,55.730,23.920
0000-00-00T00:01:41:798,101297.016,-0.334,55.720,23.910
0000-00-00T00:01:41:870,101296.984,-0.331,55.730,23.920
0000-00-00T00:01:41:945,101297.680,-0.389,55.720,23.920
0000-00-00T00:01:42:000,101297.594,-0.382,55.740,23.910
0000-00-00T00:01:42:073,101297.062,-0.338,55.710,23.910
0000-00-00T00:01:42:145,101296.914,-0.325,55.710,23.950
0000-00-00T00:01:42:217,101298.641,-0.469,55.730,23.920
0000-00-00T00:01:42:290,101297.242,-0.352,55.760,23.940
0000-00-00T00:01:42:362,101298.039,-0.419,55.750,23.920
0000-00-00T00:01:42:434,101298.523,-0.459,55.760,23.920
0000-00-00T00:01:42:506,101298.125,-0.426,55.740,23.940
0000-00-00T00:01:42:581,101296.570,-0.297,55.790,23.940
0000-00-00T00:01:42:653,101297.148,-0.345,55.760,23.940
0000-00-00T00:01:42:726,101296.703,-0.308,55.760,23.940
0000-00-00T00:01:42:798,101297.773,-0.396,55.750,23.940
0000-00-00T00:01:42:870,101297.203,-0.349,55.790,23.920
0000-00-00T00:01:43:000,101297.836,-0.401,55.770,23.920
0000-00-00T00:01:43:072,101297.836,-0.401,55.790,23.950
0000-00-00T00:01:43:145,101298.688,-0.473,55.780,23.940
0000-00-00T00:01:43:217,101298.430,-0.452,55.810,23.950
0000-00-00T00:01:43:292,101297.086,-0.340,55.760,23.920
0000-00-00T00:01:43:364,101296.812,-0.317,55.810,23.910
0000-00-00T00:01:43:436,101296.336,-0.277,55.780,23.920
0000-00-00T00:01:43:509,101296.812,-0.317,55.770,23.920
0000-00-00T00:01:43:581,101296.609,-0.300,55.780,23.940
0000-00-00T00:01:43:653,101296.141,-0.260,55.760,23.940
0000-00-00T00:01:43:725,101296.875,-0.322,55.780,23.920
0000-00-00T00:01:43:797,101296.812,-0.317,55.730,23.920
0000-00-00T00:01:43:870,101296.617,-0.301,55.760,23.920
0000-00-00T00:01:43:945,101297.008,-0.333,55.780,23.950
0000-00-00T00:01:44:000,101297.719,-0.392,55.760,23.950
0000-00-00T00:01:44:073,101298.062,-0.421,55.750,23.940
0000-00-00T00:01:44:145,101298.234,-0.435,55.760,23.950
0000-00-00T00:01:44:218,101297.875,-0.405,55.760,23.940
0000-00-00T00:01:44:290,101297.172,-0.347,55.780,23.940
0000-00-00T00:01:44:362,101296.961,-0.329,55.790,23.970
0000-00-00T00:01:44:434,101296.258,-0.271,55.780,23.950
0000-00-00T00:01:44:506,101296.453,-0.287,55.790,23.970
0000-00-00T00:01:44:581,101297.383,-0.364,55.800,23.950
0000-00-00T00:01:44:654,101297.438,-0.368,55.800,23.970
0000-00-00T00:01:44:726,101299.188,-0.515,55.780,23.950
0000-00-00T00:01:44:798,101299.195,-0.515,55.790,23.920
0000-00-00T00:01:44:871,101298.297,-0.440,55.780,23.950
0000-00-00T00:01:45:000,101298.023,-0.417,55.780,23.950
0000-00-00T00:01:45:073,101296.680,-0.306,55.770,23.950
0000-00-00T00:01:45:145,101296.336,-0.277,55.760,23.950
0000-00-00T00:01:45:217,101296.469,-0.288,55.820,23.970
0000-00-00T00:01:45:292,101296.688,-0.306,55.790,23.970
0000-00-00T00:01:45:365,101297.953,-0.411,55.780,23.950
0000-00-00T00:01:45:437,101297.516,-0.375,55.760,23.970
0000-00-00T00:01:45:509,101298.250,-0.436,55.790,23.950
0000-00-00T00:01:45:581,101298.695,-0.474,55.780,23.950
0000-00-00T00:01:45:654,101298.852,-0.487,55.810,23.950
0000-00-00T00:01:45:732,101297.656,-0.387,55.800,23.980
0000-00-00T00:01:45:804,101296.875,-0.322,55.790,23.980
0000-00-00T00:01:45:877,101296.547,-0.295,55.770,23.970
0000-00-00T00:01:46:000,101296.258,-0.271,55.800,23.970
0000-00-00T00:01:46:072,101296.914,-0.325,55.790,23.970
0000-00-00T00:01:46:145,101296.711,-0.308,55.800,23.950
0000-00-00T00:01:46:217,101296.148,-0.261,55.790,23.970
0000-00-00T00:01:46:289,101296.219,-0.266,55.780,23.950
0000-00-00T00:01:46:361,101296.867,-0.321,55.800,23.970
0000-00-00T00:01:46:434,101296.828,-0.318,55.790,23.980
0000-00-00T00:01:46:506,101297.258,-0.354,55.780,23.970
0000-00-00T00:01:46:578,101297.195,-0.348,55.780,23.950
0000-00-00T00:01:46:661,101298.180,-0.430,55.800,23.950
0000-00-00T00:01:46:734,101298.164,-0.429,55.800,23.970
0000-00-00T00:01:46:806,101297.273,-0.355,55.770,23.970
0000-00-00T00:01:46:878,101296.625,-0.301,55.790,23.950
0000-00-00T00:01:47:000,101296.727,-0.310,55.800,24.000
0000-00-00T00:01:47:073,101296.539,-0.294,55.760,23.950
0000-00-00T00:01:47:145,101296.102,-0.257,55.810,23.950
0000-00-00T00:01:47:218,101296.398,-0.283,55.790,23.980
0000-00-00T00:01:47:290,101296.391,-0.282,55.790,23.970
0000-00-00T00:01:47:365,101296.625,-0.301,55.750,23.970
0000-00-00T00:01:47:437,101296.898,-0.324,55.800,23.980
0000-00-00T00:01:47:509,101297.047,-0.336,55.790,23.980
0000-00-00T00:01:47:581,101297.422,-0.367,55.830,23.970
0000-00-00T00:01:47:653,101296.344,-0.278,55.800,23.980
0000-00-00T00:01:47:726,101296.602,-0.299,55.800,23.970
0000-00-00T00:01:47:798,101297.727,-0.393,55.800,23.980
0000-00-00T00:01:47:876,101297.094,-0.340,55.810,24.000
0000-00-00T00:01:47:949,101297.547,-0.378,55.810,23.970
0000-00-00T00:01:48:000,101296.781,-0.314,55.790,23.970
0000-00-00T00:01:48:073,101297.234,-0.352,55.810,23.970
0000-00-00T00:01:48:145,101297.242,-0.352,55.760,23.970
0000-00-00T00:01:48:217,101297.664,-0.387,55.780,23.970
0000-00-00T00:01:48:289,101298.570,-0.463,55.810,24.000
0000-00-00T00:01:48:362,101299.297,-0.524,55.790,23.980
0000-00-00T00:01:48:434,101299.555,-0.545,55.770,24.000
0000-00-00T00:01:48:506,101299.344,-0.527,55.810,23.980
0000-00-00T00:01:48:578,101299.461,-0.537,55.790,23.980
0000-00-00T00:01:48:653,101300.523,-0.625,55.770,24.000
0000-00-00T00:01:48:725,101299.852,-0.570,55.820,23.980
0000-00-00T00:01:48:797,101299.320,-0.526,55.780,23.980
0000-00-00T00:01:48:870,101297.977,-0.413,55.780,24.000
0000-00-00T00:01:49:000,101298.805,-0.483,55.790,23.970
0000-00-00T00:01:49:073,101298.758,-0.479,55.780,24.000
0000-00-00T00:01:49:145,101298.914,-0.492,55.770,24.010
0000-00-00T00:01:49:217,101298.430,-0.452,55.820,23.980
0000-00-00T00:01:49:290,101298.047,-0.419,55.790,24.000
0000-00-00T00:01:49:364,101298.172,-0.429,55.760,24.000
0000-00-00T00:01:49:437,101296.828,-0.318,55.810,23.980
0000-00-00T00:01:49:509,101298.016,-0.416,55.780,24.010
0000-00-00T00:01:49:581,101298.133,-0.426,55.780,23.980
0000-00-00T00:01:49:653,101298.109,-0.424,55.790,24.000
